CustomerID,AvgSpend,TotalItems,AvgSession,AvgRating,Cluster_KMeans,Cluster_HC,Cluster_DBSCAN,Cluster_GMM
1414,68040.75,17,309.0,3.280340515638234,1,1,0,3
1415,32960.8,15,207.8,3.3895331711273995,0,1,0,3
1416,52695.0,10,323.0,3.9054401280193387,1,3,3,2
1417,51125.0,9,83.25,1.9789033824758706,2,0,-1,1
1418,42902.75,11,399.25,3.2165541622390528,1,3,-1,0
1419,42607.25,22,170.0,2.8549740028179853,3,1,0,3
1420,37154.666666666664,9,216.0,3.1690704973407846,0,0,-1,3
1421,78671.66666666667,12,250.0,3.2535003249242425,2,0,-1,2
1422,57417.0,20,268.0,2.6600102702062434,3,1,0,3
1423,57007.25,25,305.125,3.1558314415890676,3,1,-1,3
1424,60777.666666666664,13,194.0,3.2034622288389243,2,0,0,3
1425,29340.333333333332,6,343.6666666666667,1.3904737088356536,0,2,-1,0
1426,26244.0,4,300.5,4.373175389492017,0,2,-1,0
1427,73038.5,6,308.0,2.5704847417164207,1,3,-1,2
1428,73246.2,7,247.4,3.4468527815321677,2,0,-1,2
1429,45219.5,7,150.75,3.0100596793944656,2,0,-1,1
1430,42156.0,26,253.88888888888889,2.9398795506605313,3,1,-1,3
1431,42670.5,8,178.25,3.4932728696191657,0,0,0,3
1432,52340.0,13,328.4,1.9303418702441033,3,2,-1,2
1433,40420.142857142855,13,242.85714285714286,3.5146047954668886,0,1,0,3
1434,59548.333333333336,10,320.3333333333333,4.449533508339985,1,3,-1,2
1435,77160.66666666667,12,219.66666666666666,3.0919509519700052,2,0,0,2
1436,42285.6,12,328.0,2.6622735133174036,1,3,0,2
1437,42257.6,18,154.8,3.031273278406515,3,1,-1,3
1438,54019.75,15,294.0,2.5522855868784116,3,1,0,3
1439,63673.0,4,279.0,2.989546780651854,1,3,-1,2
1440,33283.5,7,432.5,2.6750030802319285,1,2,-1,0
1441,45354.166666666664,13,309.1666666666667,2.6836303090236684,1,3,0,3
1442,41629.555555555555,26,227.33333333333334,3.368973944134907,3,1,-1,3
1443,42384.5,9,315.25,2.152743302395523,0,2,-1,0
1444,39731.5,12,237.25,2.7096145251486985,0,2,0,3
1445,58098.0,7,298.5,3.1986027260988403,1,3,0,2
1446,53278.0,28,322.625,3.2554313606510314,3,1,-1,3
1447,63402.5,10,320.5,3.4217555202413985,1,3,0,2
1448,74510.5,10,173.0,3.2400374126790163,2,0,-1,1
1449,16752.5,6,120.0,2.813045956568536,0,2,-1,0
1450,45314.71428571428,23,321.42857142857144,3.9085989385434403,3,1,-1,3
1451,54131.75,7,281.25,2.790561319915401,1,3,0,2
1452,37775.0,11,283.6666666666667,2.537428670800165,0,2,0,3
1453,54613.28571428572,20,292.0,2.6530820810305755,3,1,0,3
1454,36852.8,15,298.6,2.6220652059299328,0,1,0,3
1455,37188.0,12,142.75,3.0881411344822887,0,2,-1,3
1456,44474.857142857145,21,334.7142857142857,3.1785731313120142,3,1,-1,3
1457,38028.5,6,110.5,4.390387939233057,0,0,-1,1
1458,53123.5,13,290.5,3.2468909646496478,1,1,0,3
1459,21975.666666666668,8,340.0,2.7049544997147996,0,2,-1,0
1460,43077.5,29,133.875,2.466338549603136,3,1,-1,3
1461,45713.333333333336,17,343.8333333333333,3.6145342729789642,1,3,-1,3
1462,27848.0,7,221.0,2.4419236261717314,0,2,-1,0
1463,84891.75,9,343.25,2.5983880983276073,1,3,-1,2
1464,63068.625,23,245.125,3.240298049305377,3,1,-1,3
1465,36546.833333333336,17,182.0,2.6512414585565183,3,1,0,3
1466,75644.0,6,102.0,2.375831815689011,2,0,-1,1
1467,36177.71428571428,15,240.85714285714286,2.5314978046979633,0,2,0,3
1468,39847.8,8,162.8,3.741756022693187,0,2,-1,1
1469,50867.0,6,239.66666666666666,4.22933584062461,1,3,-1,2
1470,51846.083333333336,32,269.75,2.9514647693619374,3,1,-1,3
1471,47470.6,15,313.2,3.569965055446326,1,1,0,3
1472,32273.666666666668,14,196.66666666666666,3.2868689170259984,0,1,-1,3
1473,71464.4,14,304.0,2.960790991675419,1,1,0,3
1474,45111.333333333336,19,262.6666666666667,3.20382441600542,3,1,0,3
1475,67711.0,9,272.25,2.0371606988482274,2,0,-1,2
1476,53189.0,3,178.0,4.6249729204763685,2,0,-1,2
1477,43731.25,11,249.0,4.0977622237259155,1,3,-1,2
1478,38895.333333333336,7,460.6666666666667,2.211396585139348,1,2,-1,0
1479,36638.4,17,165.2,2.6147196080055033,3,1,0,3
1480,56695.0,12,130.4,2.7571541272763955,2,0,-1,3
1481,55524.625,22,167.125,2.44524406100643,3,1,-1,3
1482,62045.8,12,177.8,4.1109417474050485,2,0,-1,2
1483,46177.333333333336,15,183.83333333333334,3.258494664864877,3,1,0,3
1484,45160.857142857145,18,266.85714285714283,2.35336845656407,3,1,-1,3
1485,49921.25,9,294.5,2.7036799029787417,1,2,5,2
1486,39522.6,20,260.1,3.5980164486596693,3,1,0,3
1487,72498.4,12,236.2,3.073052343065482,2,0,0,2
1488,38033.90909090909,24,308.3636363636364,3.6245442423862837,3,1,-1,3
1489,64434.0,14,297.6666666666667,3.0474524786679265,1,1,0,3
1490,48115.5,16,330.125,3.3398582072785135,1,3,0,3
1491,33576.0,6,359.3333333333333,3.2764287239048167,1,2,-1,0
1492,23679.0,14,344.25,3.50192967373886,0,2,-1,3
1493,55078.75,24,250.625,2.4660508082831103,3,1,-1,3
1494,55525.0,16,195.6,2.4826735625365637,3,0,-1,3
1495,49899.8,12,353.6,3.4852731963387575,1,3,-1,2
1496,47450.0,6,362.3333333333333,3.884574911762884,1,3,-1,2
1497,45885.166666666664,16,201.33333333333334,3.110664694420254,3,1,0,3
1498,53279.0,6,232.66666666666666,2.920171504774252,2,0,0,3
1499,19216.0,6,129.66666666666666,3.1721448800563525,0,2,-1,0
1500,48298.333333333336,16,208.0,3.349516144047415,3,1,0,3
1501,49733.0,14,229.0,3.8147314001518966,3,1,-1,3
1502,50726.6,15,278.8,3.4069569739251335,3,1,0,3
1503,34447.0,10,248.33333333333334,4.15271349053278,0,3,-1,0
1504,53183.375,22,181.625,3.1451929308104076,3,1,0,3
1505,44237.625,21,247.0,2.6904681273123554,3,1,0,3
1506,36115.57142857143,21,276.7142857142857,3.651769245918872,3,1,0,3
1507,35886.8,20,288.5,3.133984255003015,3,1,-1,3
1508,76250.75,8,229.5,2.8202451223494602,2,0,-1,2
1509,55774.0,11,225.75,2.8603537915042665,2,0,0,3
1510,52527.8,31,271.4,2.3416946943952097,3,1,-1,3
1511,82207.0,1,275.0,2.39141713622384,2,3,-1,2
1512,29937.8,14,248.4,3.7008414739746898,0,1,-1,3
1513,63364.142857142855,18,243.71428571428572,2.3668074077535692,3,1,0,3
1514,48430.333333333336,16,300.6666666666667,3.006367198342472,3,1,0,3
1515,52704.71428571428,17,252.85714285714286,3.344726586870098,3,1,0,3
1516,54954.5,10,226.5,2.720862893964282,2,0,0,3
1517,42959.57142857143,17,270.85714285714283,3.1661999486332495,3,1,0,3
1518,29023.8,19,154.2,3.2297031424432645,3,1,-1,3
1519,52979.57142857143,20,288.0,2.969879925460414,3,1,0,3
1520,44332.75,18,235.375,3.1565393882514914,3,1,0,3
1521,60866.75,10,303.25,3.0840046732679545,1,3,0,2
1522,48142.857142857145,15,284.2857142857143,3.612940486362956,1,1,0,3
1523,52229.6,26,310.1,2.561841814621204,3,1,-1,3
1524,40992.5,5,290.5,2.7912804225290637,0,2,4,0
1525,50731.0,4,427.0,3.4439039483283977,1,3,-1,2
1526,63123.71428571428,16,216.42857142857142,2.133067467391465,2,0,0,3
1527,47639.5,10,210.0,2.4468807320613832,0,0,0,3
1528,50207.0,10,239.0,2.622547251848438,0,0,0,3
1529,75899.0,4,145.0,3.5115874935520908,2,0,-1,1
1530,23633.0,13,291.0,3.366559954280298,0,2,-1,3
1531,48113.75,10,352.5,2.561818475677537,1,3,0,2
1532,50815.6,16,139.0,2.4398888925802393,2,0,-1,3
1533,49194.6,13,194.6,2.492694646619044,2,0,0,3
1534,60719.125,22,235.75,2.956405437733233,3,1,-1,3
1535,69397.28571428571,21,302.0,2.941470339254874,3,1,-1,3
1536,60004.166666666664,14,234.5,3.645289176308878,1,1,0,3
1537,69221.0,5,89.0,2.394957045310154,2,0,-1,1
1538,72153.33333333333,17,152.33333333333334,2.3468849064937607,2,0,-1,3
1539,55751.857142857145,14,304.57142857142856,3.8832973814382146,1,3,-1,2
1540,55611.0,7,272.3333333333333,3.6974390110575768,1,3,-1,2
1541,41825.0,2,332.0,1.4078765407691782,0,2,-1,0
1542,46146.142857142855,22,209.85714285714286,2.8398311529225078,3,1,0,3
1543,68779.0,3,123.5,2.8909264049009282,2,0,-1,1
1544,58575.333333333336,7,182.0,2.0183952309811435,2,0,-1,1
1545,45123.5,9,204.5,3.458569148720507,0,0,0,3
1546,57264.666666666664,7,134.0,2.1166702679366436,2,0,-1,1
1547,84800.0,2,39.0,4.405862961520635,2,0,-1,1
1548,36122.28571428572,21,206.57142857142858,3.790913457823249,3,1,-1,3
1549,51851.5,2,317.0,2.2557994837764963,1,2,-1,2
1550,34870.5,2,463.5,2.1447030845639903,1,2,-1,0
1551,76217.4,19,241.6,2.8864522814337708,3,1,-1,3
1552,47331.5,10,241.0,3.2157411882472675,0,1,0,3
1554,83730.0,3,193.0,1.0184492674982375,2,0,-1,1
1555,58674.333333333336,16,299.5,2.9736534596609023,3,1,0,3
1556,91917.0,3,25.0,1.5678166345543798,2,0,-1,1
1557,26331.333333333332,6,219.66666666666666,3.0760611593313776,0,2,-1,0
1559,49244.25,10,255.25,3.138314743314524,1,1,0,3
1560,40339.75,12,273.0,2.4257172742103403,0,2,0,3
1561,42430.2,15,395.2,2.7441419323122958,1,3,-1,2
1562,43768.375,21,205.5,2.8987753667637617,3,1,0,3
1563,16942.25,7,313.25,3.6029516784346844,0,2,-1,0
1564,64380.333333333336,4,158.33333333333334,2.8856895001159657,2,0,-1,1
1565,64101.0,6,171.0,3.103725291355632,2,0,-1,1
1566,58376.0,10,148.5,3.4999583523911824,2,0,2,1
1567,55102.0,6,256.0,2.340888569043584,2,0,-1,2
1568,64429.333333333336,16,163.5,3.0182671790262,2,0,0,3
1569,46623.0,1,428.0,2.875671375867523,1,2,-1,2
1570,64564.416666666664,34,320.1666666666667,3.3236080763629645,3,1,-1,3
1571,52025.75,12,214.25,2.46743825612376,2,0,0,3
1572,62076.25,11,175.25,2.7128580407221055,2,0,0,1
1573,48106.333333333336,13,265.3333333333333,3.5710985175555954,1,1,0,3
1574,53877.666666666664,8,301.3333333333333,2.7694844745804073,1,3,0,2
1575,55497.25,23,278.125,2.8829888270122335,3,1,0,3
1576,94960.0,1,386.0,4.766307044275095,1,3,-1,2
1577,64986.0,17,324.3333333333333,2.119542821840613,3,1,-1,3
1578,53958.0,20,259.75,3.3064142554686287,3,1,-1,3
1579,34979.857142857145,17,252.42857142857142,3.121800670385615,3,1,0,3
1580,43137.5,18,300.0,2.8243113808662277,3,1,0,3
1581,22307.0,10,265.5,3.1069254252250995,0,2,-1,0
1582,74487.16666666667,10,290.5,3.4945877492824753,1,3,-1,2
1583,43579.8,12,206.4,2.760787965374684,0,0,0,3
1584,38631.11111111111,20,150.77777777777777,2.89552677371848,3,1,-1,3
1585,47884.25,6,282.5,3.2271984145994326,1,2,-1,2
1586,42191.75,7,397.5,2.6208177296856245,1,2,-1,0
1587,37912.833333333336,16,204.0,2.712822622417251,3,1,0,3
1588,40454.0,1,32.0,1.2504909378233733,2,2,-1,1
1589,31227.0,10,337.5,2.405597600112797,0,2,-1,0
1590,10078.0,1,438.0,4.290434389464227,1,2,-1,0
1591,2640.0,3,378.0,4.702028512333777,0,2,-1,0
1592,46070.22222222222,18,251.55555555555554,3.0789884888418215,3,1,0,3
1593,67144.83333333333,17,270.6666666666667,3.0144404633865918,3,1,0,3
1594,24960.0,1,293.0,3.2068396386334435,0,2,-1,0
1595,68365.0,7,246.0,2.27573932232202,2,0,0,2
1596,46478.5,10,209.75,3.6361014593420924,0,0,0,3
1597,64591.5,5,351.0,3.71265668923354,1,3,-1,2
1598,28176.5,17,260.5,3.3566305399789638,3,1,-1,3
1599,78498.4,16,388.4,3.6233647240352695,1,3,-1,0
1600,62966.2,16,299.8,3.3139920960345157,1,1,0,3
1601,59845.666666666664,9,161.33333333333334,2.602239391546661,2,0,0,1
1602,67694.75,9,255.5,2.4733895527955223,2,0,0,2
1603,51332.0,12,269.8,3.0560840152821123,1,1,0,3
1604,70518.0,16,134.0,2.919152415687087,2,0,-1,3
1605,63810.75,10,266.25,2.764260375207319,2,3,0,2
1606,42834.4,18,295.0,3.809535631570422,3,1,-1,3
1607,40560.28571428572,19,295.2857142857143,3.7438458310638576,3,1,-1,3
1608,66501.33333333333,15,342.6666666666667,3.063043750615801,1,1,-1,3
1609,46932.25,12,259.0,2.2391436620642784,0,0,-1,3
1610,72457.2,15,357.4,2.8695362972059657,1,1,-1,3
1611,58370.4,16,267.2,3.961125645009685,1,1,-1,3
1612,37068.375,16,247.0,3.416499422601706,3,1,0,3
1613,89345.0,1,18.0,2.9766682012447268,2,0,-1,1
1614,51030.0,6,249.66666666666666,3.1588393680812907,1,0,0,3
1615,40492.6,14,198.2,2.549059296104,0,0,0,3
1616,71272.4,10,195.6,2.787432468054101,2,0,1,1
1617,37091.666666666664,8,149.0,2.4939616354869805,0,0,-1,0
1618,56932.25,9,281.5,3.384952519581047,1,3,0,2
1619,65732.33333333333,20,325.5,2.6329932983896156,3,1,-1,3
1620,59890.28571428572,18,361.57142857142856,2.3707611645249496,3,1,-1,3
1621,37214.666666666664,10,202.83333333333334,2.5759065221019486,0,0,-1,3
1622,35203.0,23,245.5,3.193750667872699,3,1,-1,3
1623,53394.75,5,250.0,3.032221337009537,2,0,-1,2
1624,44030.75,7,157.75,2.451816850095248,0,0,6,1
1625,30805.571428571428,17,293.42857142857144,2.6553207435956816,3,1,-1,3
1626,32505.0,11,220.25,3.392973106815173,0,1,-1,3
1627,1380.0,1,148.0,2.011078232843467,0,2,-1,0
1628,72007.25,6,331.25,3.3081687967395292,1,3,-1,2
1629,49627.0,10,217.0,3.1842819666302167,2,0,0,3
1630,72696.75,10,235.5,3.0621825414561203,2,0,0,2
1631,55729.142857142855,17,243.0,3.026142252407373,3,1,0,3
1632,73560.5,9,348.0,2.9696785570685282,1,3,-1,2
1633,50116.166666666664,17,316.6666666666667,2.5742957635346713,3,1,0,3
1634,42477.875,22,286.375,3.546522263173687,3,1,-1,3
1635,50230.555555555555,21,139.0,3.292553258978341,3,1,-1,3
1636,79648.33333333333,16,277.6666666666667,3.6994799908991833,1,3,-1,2
1637,26785.666666666668,8,241.33333333333334,3.542910796981758,0,2,-1,0
1638,42777.6,10,137.2,2.498040338195234,0,0,-1,1
1639,53435.0,21,181.25,2.976865640209332,3,1,0,3
1640,64378.0,8,307.0,2.769020807401862,1,3,-1,2
1641,54423.5,6,248.5,2.316776339005418,2,0,-1,2
1642,36184.57142857143,19,237.57142857142858,2.7983153890967665,3,1,0,3
1643,43000.833333333336,14,273.1666666666667,2.1597568968920666,0,0,-1,3
1644,55043.0,9,251.66666666666666,2.5631901271691024,2,0,0,2
1645,46338.125,20,268.375,2.3360014303245817,3,1,-1,3
1646,47538.0,4,335.5,1.7310219046330353,0,2,-1,2
1647,14165.5,6,222.0,4.2568293622262345,0,2,-1,0
1648,52664.8,11,215.2,3.288512228038298,2,0,0,3
1649,27912.0,4,151.0,3.5346645111620045,0,2,-1,0
1650,41321.375,22,202.625,3.8468699131501967,3,1,-1,3
1651,35033.75,12,327.75,2.5636071405686005,0,2,-1,2
1652,42473.77777777778,25,266.22222222222223,3.2223206738644747,3,1,-1,3
1653,74127.42857142857,19,242.42857142857142,2.722587062962758,3,1,-1,3
1654,60143.666666666664,8,310.3333333333333,3.323845347332467,1,3,0,2
1655,61987.666666666664,7,194.0,2.992492695305696,2,0,-1,1
1656,34666.666666666664,9,240.33333333333334,2.8674435805336382,0,2,4,3
1657,46777.25,16,150.75,2.2486234503217575,2,0,-1,3
1658,39011.666666666664,5,262.3333333333333,2.865324148079299,0,2,4,0
1659,37809.57142857143,16,240.14285714285714,3.3528346468353583,3,1,0,3
1660,59998.5,20,372.5,3.0314413695955578,3,1,-1,3
1661,60330.0,12,258.8,3.4643105347596843,1,0,7,2
1662,39375.666666666664,9,167.33333333333334,2.7012765537044268,0,0,-1,3
1663,48768.333333333336,5,162.66666666666666,3.186115700082409,2,0,-1,1
1664,53530.77777777778,18,280.77777777777777,2.4621503713475152,3,1,0,3
1665,46603.0,34,300.0,2.8592782096333984,3,1,-1,3
1666,57966.42857142857,16,304.14285714285717,2.627731455709838,3,1,0,3
1667,74509.5,10,265.75,3.0593403006845428,2,0,0,2
1668,35949.0,8,251.0,2.993352149486964,0,2,4,3
1669,45558.71428571428,16,174.0,3.566803905621625,3,1,-1,3
1670,47858.666666666664,10,208.66666666666666,2.7083362540321705,0,0,0,3
1671,76630.5,7,129.0,3.933051780723155,2,0,-1,1
1672,60974.8,10,212.4,2.7753304256692433,2,0,0,3
1673,57186.75,8,183.0,2.909946449654904,2,0,-1,1
1674,41028.0,10,266.75,3.684047062712495,1,0,0,3
1675,45127.5,15,184.0,1.8564412696037882,0,0,-1,3
1676,59600.0,12,201.25,2.9189444584525055,2,0,0,3
1677,44946.25,12,209.25,1.960295363764609,0,0,-1,1
1678,63136.5,12,140.66666666666666,3.013669515393829,2,0,-1,1
1679,56672.333333333336,13,191.83333333333334,3.5173204146715684,2,0,0,3
1680,15475.0,1,397.0,2.8988136317538187,0,2,-1,0
1681,56023.0,16,218.875,3.441552918341042,3,1,0,3
1682,52715.0,4,214.5,3.640807314843512,2,0,-1,2
1683,37270.6,9,175.4,2.966085892668381,0,0,-1,3
1684,35274.0,9,406.6666666666667,3.5617787513227923,1,2,-1,0
1685,42158.71428571428,16,300.42857142857144,2.940875022711514,3,1,0,3
1686,59714.857142857145,15,182.57142857142858,3.1687234774493724,2,0,0,3
1687,35097.75,13,189.0,2.414867154588947,0,0,0,3
1688,35728.333333333336,14,230.66666666666666,3.19330671413976,0,1,0,3
1689,61988.8,13,308.4,3.501966454956257,1,3,-1,2
1690,54220.333333333336,21,222.11111111111111,2.690492428821637,3,1,0,3
1691,48602.0,13,234.0,3.8567432491359397,1,1,-1,3
1692,74618.33333333333,9,247.0,4.579245700454348,1,3,-1,2
1693,61345.4,13,275.6,2.4130578993596665,2,0,-1,3
1694,87124.0,6,183.5,4.338761455744626,2,3,-1,2
1695,40359.6,13,276.6,2.62414257248146,0,2,0,3
1696,57705.5,11,341.25,2.8597422906147583,1,3,0,2
1697,53717.25,11,197.5,3.059441867237632,2,0,0,3
1698,47984.0,7,168.0,2.686424121972515,2,0,6,1
1699,14447.666666666666,7,68.0,1.8657172734662444,0,2,-1,0
1700,69622.2,11,209.8,2.4144634411456547,2,0,1,1
1701,20791.666666666668,7,273.0,2.2336613765866065,0,2,-1,0
1702,49349.8,9,231.8,2.987194166189812,0,0,0,3
1703,56807.0,18,145.28571428571428,3.201199542722977,3,1,-1,3
1704,40164.2,15,208.2,2.816971785543132,0,1,0,3
1705,35709.0,16,255.0,2.9261811770142847,3,1,0,3
1706,51419.5,10,107.0,2.2001953938399668,2,0,-1,1
1707,41984.25,12,323.25,2.9972010641968856,1,3,0,3
1708,52389.666666666664,12,168.33333333333334,2.8484638981155146,2,0,-1,3
1709,33950.5,2,205.5,2.054788903518377,0,0,-1,0
1710,66256.25,11,243.75,2.773313188411518,2,0,0,2
1711,64181.5,8,138.0,4.338043889745249,2,0,-1,1
1712,45806.75,10,150.5,2.1064719045807045,2,0,-1,1
1713,50750.333333333336,7,368.6666666666667,2.6111901741290335,1,2,-1,2
1714,54377.0,5,218.33333333333334,2.4060712063905556,2,0,-1,2
1715,38588.833333333336,14,245.83333333333334,2.6142079182176814,0,2,0,3
1716,29171.571428571428,20,228.0,3.908591934188259,3,1,-1,3
1717,41261.0,8,332.25,3.195842146994604,1,2,-1,2
1718,46978.166666666664,16,243.66666666666666,3.2970818632359626,3,1,0,3
1719,43063.833333333336,13,203.66666666666666,3.030277487746403,0,0,0,3
1720,49220.2,11,270.8,3.255916883485052,1,1,0,3
1721,47855.4,16,186.0,3.211571040745324,3,1,0,3
1722,84608.25,10,298.5,4.322898463033681,1,3,-1,2
1723,52693.75,8,304.25,4.016055375854,1,3,3,2
1724,31128.428571428572,19,304.0,4.085340069307089,3,1,-1,3
1725,44910.77777777778,24,179.44444444444446,2.8975358488971303,3,1,0,3
1726,42279.25,7,216.25,3.2411832324460397,0,0,-1,3
1727,23906.333333333332,8,195.0,3.4802039098120434,0,2,-1,0
1728,54894.142857142855,21,310.2857142857143,2.8682177913130897,3,1,0,3
1729,50948.4,10,308.0,3.980252123112429,1,3,3,2
1730,82170.0,2,314.0,2.409281251123734,1,3,-1,2
1731,37526.28571428572,10,320.7142857142857,3.31449776662528,1,2,-1,0
1732,69785.0,3,131.0,1.3655331523449852,2,0,-1,1
1733,53431.857142857145,15,312.14285714285717,2.2383601738648378,3,2,-1,3
1734,84568.0,8,37.0,2.391137955292296,2,0,-1,1
1735,45053.0,6,319.3333333333333,3.07123929539418,1,2,4,2
1736,49158.0,10,353.25,2.7087111136777997,1,3,0,2
1737,56459.444444444445,19,329.77777777777777,2.9551104616629966,3,1,0,3
1738,10916.0,4,139.0,1.9676707710857,0,2,-1,0
1739,67916.66666666667,10,257.1666666666667,2.406135690625351,2,0,0,2
1740,61339.25,19,298.5,2.2254676873766734,3,1,-1,3
1741,61132.0,10,336.25,2.687109418567024,1,3,0,2
1742,72566.0,11,427.75,3.101851641904493,1,3,-1,2
1743,45136.0,12,329.5,2.150560787802787,0,2,-1,2
1744,62710.6,16,282.6,1.6930615071665034,3,1,-1,1
1745,24020.0,12,223.0,2.434955643110941,0,2,-1,1
1746,45619.0,2,302.0,3.8944121946372015,1,3,-1,2
1747,55670.42857142857,17,268.0,3.0245100238671183,3,1,0,3
1748,16880.0,3,321.0,1.315811935032055,0,2,-1,0
1749,23361.2,11,273.8,2.379139500510054,0,2,-1,0
1750,41798.5,6,245.0,3.6236051279109875,0,0,-1,3
1751,62109.36363636364,27,252.27272727272728,2.559445849017447,3,1,-1,3
1752,62542.0,13,233.57142857142858,3.588584759093952,1,1,-1,2
1753,76485.2,15,255.2,3.02439237587956,2,0,-1,3
1754,69622.0,10,244.5,2.942887960529973,2,0,0,2
1755,49111.25,18,268.125,2.7673552544204814,3,1,0,3
1756,61569.5,6,339.0,3.4010811349694228,1,3,-1,2
1757,64860.6,10,165.4,2.1981434977205994,2,0,-1,1
1758,34855.4,13,265.4,3.3588406268788966,0,1,-1,3
1759,54574.5,19,265.5,3.8108776340422774,3,1,-1,3
1760,51253.5,17,227.66666666666666,2.6987675969259293,3,1,0,3
1761,38071.5,7,146.5,1.8574786280669486,0,0,-1,0
1762,31359.777777777777,20,255.77777777777777,3.571517488421713,3,1,-1,3
1763,49957.57142857143,13,197.28571428571428,3.155990486135329,2,0,0,3
1764,58557.5,14,283.25,2.6726492967012305,3,1,0,3
1765,58945.22222222222,22,323.6666666666667,3.0927385089742785,3,1,0,3
1766,60298.71428571428,17,251.42857142857142,2.455863431151827,3,1,0,3
1767,52202.666666666664,5,167.66666666666666,3.8759245700101084,2,0,-1,1
1768,38792.666666666664,8,266.3333333333333,2.446828442756928,0,2,-1,0
1769,58401.666666666664,14,210.16666666666666,2.8596831793571735,2,0,0,3
1770,56778.5,19,160.66666666666666,3.533501880894267,3,1,-1,3
1771,47809.142857142855,11,200.71428571428572,2.852753946553811,2,0,0,3
1772,31917.5,10,328.5,3.014080815175491,0,2,-1,0
1773,37451.666666666664,12,409.6666666666667,1.58611916970146,0,2,-1,0
1774,15911.0,4,189.5,1.8623737792109674,0,2,-1,0
1775,67037.66666666667,7,202.33333333333334,3.527790581845101,2,0,-1,2
1776,44975.666666666664,5,273.3333333333333,3.1936941937384873,0,2,-1,3
1777,5547.0,3,434.0,2.260387145268621,0,2,-1,0
1778,67932.33333333333,6,249.0,2.470799588154452,2,0,-1,2
1779,56649.28571428572,21,155.71428571428572,2.768422377397227,3,1,0,3
1780,33931.5,19,210.16666666666666,2.672858419221566,3,1,0,3
1781,63738.2,21,368.1,2.8759024884054347,3,1,-1,3
1782,66386.28571428571,14,233.14285714285714,3.189174561880698,2,0,0,3
1783,7070.5,4,468.0,2.8221736833062376,0,2,-1,0
1784,46361.8,16,332.4,2.3384256339094236,3,2,-1,3
1785,58172.0,8,264.3333333333333,3.3166688802752113,1,3,-1,2
1786,48269.2,14,382.4,2.6765019416635227,1,3,-1,2
1787,68287.0,17,267.0,2.4107527788887375,3,1,0,3
1788,28640.285714285714,21,374.57142857142856,3.1125486583177477,3,1,-1,3
1789,70791.5,9,258.0,3.7612006695365876,1,3,-1,2
1790,56678.22222222222,25,277.6666666666667,2.3714806862448516,3,1,-1,3
1791,66622.0,12,306.0,2.9871103741866385,1,1,0,2
1792,50700.28571428572,17,168.14285714285714,2.8276843719875058,3,1,-1,3
1793,62876.0,10,250.75,2.4354071731736453,2,0,0,2
1794,32063.666666666668,21,311.44444444444446,3.240611458272798,3,1,-1,3
1795,44200.77777777778,20,253.33333333333334,3.3352337128723883,3,1,0,3
1796,50514.28571428572,15,183.71428571428572,3.076919895613753,3,1,0,3
1797,37271.0,15,140.0,2.994788116680625,0,1,-1,3
1798,21282.5,2,235.5,3.329437794179551,0,2,-1,0
1799,52403.2,24,262.4,2.7576942168155223,3,1,0,3
1800,67606.5,7,97.0,2.819711422437199,2,0,-1,1
1801,49922.833333333336,17,291.5,3.1632187808421404,3,1,0,3
1802,48648.2,14,171.0,2.7647585867138718,2,0,0,3
1803,59765.0,4,269.5,2.6800664090479698,2,3,-1,2
1804,46763.25,13,339.75,2.005999569162154,0,2,-1,2
1805,65137.0,6,437.0,2.6086970886735696,1,3,-1,2
1806,36728.181818181816,24,218.1818181818182,3.3653222829575427,3,1,-1,3
1807,68104.0,11,221.33333333333334,2.712849432269677,2,0,0,2
1808,59716.5,7,214.5,3.4131199293417884,2,0,-1,2
1809,52657.8,17,224.6,3.8434719058937623,3,1,0,3
1810,41958.4,14,297.6,2.7972288262622502,3,1,0,3
1811,48360.333333333336,12,169.33333333333334,2.15612757978402,2,0,-1,1
1812,59249.8,10,242.6,3.5829195458302174,1,0,7,2
1813,61810.2,13,332.8,3.6868849250510367,1,3,9,2
1814,60451.0,10,262.5,4.291033252550532,1,3,-1,2
1815,43187.4,10,215.4,2.1464192592145848,0,0,-1,1
1816,53478.0,7,267.3333333333333,2.1659982849407258,2,0,-1,2
1817,42074.4,10,308.0,3.8617991016152757,1,3,-1,2
1818,42914.75,19,252.5,3.6793180611291,3,1,0,3
1819,53863.666666666664,7,396.3333333333333,2.219607781055475,1,2,-1,2
1820,47416.166666666664,12,296.8333333333333,2.9299732023705602,1,3,0,3
1821,45840.833333333336,13,276.3333333333333,2.1896869203527447,0,0,-1,2
1822,54972.5,4,40.0,3.0448775380364923,2,0,-1,1
1823,46847.4,14,270.2,3.2801632747242238,3,1,0,3
1824,61607.5,16,224.66666666666666,2.393456855114006,3,1,0,3
1825,74161.25,10,194.25,2.8601846915186515,2,0,1,1
1826,45023.5,14,241.33333333333334,1.9466972211624445,0,0,-1,1
1827,56106.833333333336,16,225.16666666666666,2.9860982263710234,3,1,0,3
1828,38019.6,7,334.0,2.1581009571589385,0,2,-1,0
1829,61047.0,4,237.5,3.4851255988301486,2,0,-1,2
1830,56289.28571428572,19,243.28571428571428,2.834170748137205,3,1,0,3
1831,38244.5,4,154.0,3.180962689970557,0,0,-1,3
1832,28451.75,9,138.5,3.0457077695573203,0,2,-1,0
